Year,pre_post,Site,Stand,Age,Plot,Treatment,Ntrt,Ptrt,Species,TagID,TotalSA,NumberOfLeaves,WetMass,DryMass,SLA,LMA,LDMC,N,C,Al,Ca,K,Mg,Mn,Na,P,Sr,S,C:N,N:P,Notes,Tag_when_sampled
2010,pre,BEF,C8,Old,4,NP,Yes,Yes,SM,938,NA,NA,NA,NA,NA,NA,NA,18.71,482.82,NA,6.75,7.01,0.87,0.89,0.078,1.08,93.869,NA,25.8,17.35,,
2010,pre,BEF,C8,Old,4,NP,Yes,Yes,SM,8857,NA,NA,NA,NA,NA,NA,NA,16.19,495.4,NA,3.77,7.22,0.73,0.43,0.143,0.92,93.612,NA,30.6,17.67,original tag is 922,922
2009,pre,BEF,C8,Old,4,NP,Yes,Yes,YB,180,NA,NA,NA,NA,NA,NA,NA,22.58,492.21,NA,7.08,8.41,1.9,0.54,NA,1.21,0.013,0.98,21.8,18.61,Old #934,
2010,pre,BEF,C8,Old,4,NP,Yes,Yes,YB,180,NA,NA,NA,NA,NA,NA,NA,23.92,490.06,NA,7.02,10.82,1.58,0.39,0.402,1.2,96.61,NA,20.49,20,Old #934,
2009,pre,BEF,C8,Old,4,NP,Yes,Yes,YB,409,NA,NA,NA,NA,NA,NA,NA,21.51,491.12,NA,7.18,10.71,2.44,0.8,NA,1.28,0.013,0.78,22.83,16.87,Old #939,
2010,pre,BEF,C8,Old,4,NP,Yes,Yes,YB,409,NA,NA,NA,NA,NA,NA,NA,23.28,490.85,NA,7.38,10.99,2.13,0.39,0.247,1.15,96.61,NA,21.08,20.3,Old #939,
2010,pre,BEF,C8,Old,4,NP,Yes,Yes,YB,562,NA,NA,NA,NA,NA,NA,NA,23.6,484.3,NA,12.28,10.96,1.88,0.57,0.178,1.27,94.946,NA,20.52,18.55,Old #916,
2008,pre,BEF,C8,Old,4,NP,Yes,Yes,YB,562,NA,NA,NA,NA,NA,NA,NA,22.19,501.87,NA,7.37,12.07,1.48,NA,NA,1.26,NA,NA,22.62,17.57,Old #916,
2009,pre,BEF,C9,Old,1,CONTROL,No,No,BE,67,NA,NA,NA,NA,NA,NA,NA,24.27,483.17,NA,7.46,5.14,1.33,0.73,NA,0.97,0.01,1.87,19.91,24.91,,
2010,pre,BEF,C9,Old,1,CONTROL,No,No,BE,67,NA,NA,NA,NA,NA,NA,NA,22.79,485.68,NA,6.55,6.87,1.36,0.59,0.049,1.04,96.274,NA,21.31,21.81,,
2010,pre,BEF,C9,Old,1,CONTROL,No,No,BE,80,NA,NA,NA,NA,NA,NA,NA,23.95,486.52,NA,4.12,9.78,1.01,0.5,0.069,1.05,96.274,NA,20.31,22.88,,
2008,pre,BEF,C9,Old,1,CONTROL,No,No,BE,81,NA,NA,NA,NA,NA,NA,NA,26.84,501.56,NA,4.37,12,1.29,NA,NA,1.19,NA,NA,18.69,22.53,,
2008,pre,BEF,C9,Old,1,CONTROL,No,No,BE,84,NA,NA,NA,NA,NA,NA,NA,24.5,500.77,NA,3.79,5.23,0.98,NA,NA,1.29,NA,NA,20.44,18.93,,
2009,pre,BEF,C9,Old,1,CONTROL,No,No,BE,84,NA,NA,NA,NA,NA,NA,NA,24.46,494.24,NA,5.11,6.82,0.95,0.44,NA,1.05,0.007,NA,20.2,23.31,,
2010,pre,BEF,C9,Old,1,CONTROL,No,No,BE,84,NA,NA,NA,NA,NA,NA,NA,25.24,485.29,NA,5.81,7.58,1.14,0.41,0.075,1.03,93.869,NA,19.23,24.44,,
2008,pre,BEF,C9,Old,1,CONTROL,No,No,SM,56,NA,NA,NA,NA,NA,NA,NA,16.56,512.39,NA,3.77,7.75,0.53,NA,NA,0.93,NA,NA,30.94,17.82,,
2008,pre,BEF,C9,Old,1,CONTROL,No,No,SM,66,NA,NA,NA,NA,NA,NA,NA,17.41,508.06,NA,3.04,6.37,0.32,NA,NA,0.91,NA,NA,29.18,19.11,,
2009,pre,BEF,C9,Old,1,CONTROL,No,No,SM,66,NA,NA,NA,NA,NA,NA,NA,17.74,491.79,NA,4.82,7.27,0.44,0.61,NA,1.05,0.011,1.18,27.72,16.89,,
2010,pre,BEF,C9,Old,1,CONTROL,No,No,SM,66,NA,NA,NA,NA,NA,NA,NA,18.21,498.55,NA,3.41,8.05,0.34,0.42,0.078,0.93,96.274,NA,27.37,19.55,,
2008,pre,BEF,C9,Old,1,CONTROL,No,No,SM,68,NA,NA,NA,NA,NA,NA,NA,19.18,499.26,NA,4.58,7.2,0.83,NA,NA,0.95,NA,NA,26.03,20.24,,
2008,pre,BEF,C9,Old,1,CONTROL,No,No,SM,70,NA,NA,NA,NA,NA,NA,NA,17.2,502.9,NA,3.48,8.14,0.62,NA,NA,0.92,NA,NA,29.24,18.6,,
2008,pre,BEF,C9,Old,1,CONTROL,No,No,SM,79,NA,NA,NA,NA,NA,NA,NA,20.48,503.38,NA,4.61,8.73,0.64,NA,NA,1.03,NA,NA,24.57,19.89,,
2015,post,HB,HBO,Old,3,NP,Yes,Yes,SM,NO TAG 1,360.92,11,4.49,1.91,188.96,0.005,0.43,21.94,494.39,0.013,3.12,6,0.64,0.4,0.155,1.17,0.009,0.62,22.53,18.82,,
2010,pre,BEF,C9,Old,1,CONTROL,No,No,SM,79,NA,NA,NA,NA,NA,NA,NA,19.19,494.19,NA,4.08,7.86,0.71,0.41,0.075,0.92,96.274,NA,25.75,20.78,,
2009,pre,BEF,C9,Old,1,CONTROL,No,No,YB,50,NA,NA,NA,NA,NA,NA,NA,20.76,481.29,NA,6.51,6.1,1.4,0.52,NA,1.04,0.017,1.17,23.18,20.01,,
2010,pre,BEF,C9,Old,1,CONTROL,No,No,YB,50,NA,NA,NA,NA,NA,NA,NA,23.27,498.69,NA,6.01,6.97,1.31,0.52,0.344,1.05,96.274,NA,21.44,22.24,,
2008,pre,BEF,C9,Old,1,CONTROL,No,No,YB,53,NA,NA,NA,NA,NA,NA,NA,22.55,510.73,NA,8.02,7.46,1.8,NA,NA,1.05,NA,NA,22.65,21.42,,
2009,pre,BEF,C9,Old,1,CONTROL,No,No,YB,53,NA,NA,NA,NA,NA,NA,NA,22.49,490.63,NA,7.4,6.67,1.83,0.6,NA,1.01,0.018,1.35,21.82,22.15,,
2010,pre,BEF,C9,Old,1,CONTROL,No,No,YB,53,NA,NA,NA,NA,NA,NA,NA,23.26,498.31,NA,7.26,9.47,1.68,0.59,0.155,1.07,96.274,NA,21.43,21.75,,
2009,pre,BEF,C9,Old,1,CONTROL,No,No,YB,55,NA,NA,NA,NA,NA,NA,NA,20.52,485.07,NA,7.24,8.61,1.43,0.5,NA,1.04,0.018,1.52,23.64,19.74,,
2010,pre,BEF,C9,Old,1,CONTROL,No,No,YB,72,NA,NA,NA,NA,NA,NA,NA,22.28,487.12,NA,9.74,10.29,1.88,0.62,0.278,1.12,96.274,NA,21.86,19.86,,
2009,pre,BEF,C9,Old,2,P,No,Yes,BE,86,NA,NA,NA,NA,NA,NA,NA,22.51,479.27,NA,4.23,9.31,1.37,0.87,NA,1.06,0.005,1.4,21.29,21.3,,
2010,pre,BEF,C9,Old,2,P,No,Yes,BE,86,NA,NA,NA,NA,NA,NA,NA,24.9,488.32,NA,5.19,9.82,1.24,0.66,0.12,1.15,96.274,NA,19.61,21.71,,
2010,pre,BEF,C9,Old,2,P,No,Yes,BE,109,NA,NA,NA,NA,NA,NA,NA,23.71,482.96,NA,7.48,8.93,0.99,0.63,0.09,1.1,96.61,NA,20.37,21.57,,
2008,pre,HB,HBO,Old,4,CONTROL,No,No,BE,2,NA,NA,NA,NA,NA,NA,NA,21.61,507.14,NA,3.76,4.74,1.15,NA,NA,1.14,NA,NA,23.46,18.97,,
2008,pre,BEF,C9,Old,2,P,No,Yes,BE,111,NA,NA,NA,NA,NA,NA,NA,22.5,495.92,NA,6.47,5.97,1.02,NA,NA,1.07,NA,NA,22.04,20.96,reshot,
2009,pre,BEF,C9,Old,2,P,No,Yes,BE,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49,6.05,1.12,0.61,NA,1.02,0.01,NA,NA,NA,,
2010,pre,BEF,C9,Old,2,P,No,Yes,BE,111,NA,NA,NA,NA,NA,NA,NA,24.79,487.26,NA,6.39,8.31,0.79,0.85,0.061,1.04,96.274,NA,19.65,23.78,,
2008,pre,BEF,C9,Old,2,P,No,Yes,SM,110,NA,NA,NA,NA,NA,NA,NA,16.53,503.25,NA,4.63,5.75,0.73,NA,NA,0.78,NA,NA,30.45,21.13,,
2009,pre,BEF,C9,Old,2,P,No,Yes,SM,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,6.45,0.61,0.46,NA,0.9,0.009,NA,NA,NA,,
2010,pre,BEF,C9,Old,2,P,No,Yes,SM,110,NA,NA,NA,NA,NA,NA,NA,16.73,461.6,NA,3.38,6.9,0.59,0.49,0.133,0.85,93.869,NA,27.6,19.66,,
2008,pre,BEF,C9,Old,2,P,No,Yes,SM,113,NA,NA,NA,NA,NA,NA,NA,17.23,503.67,NA,4.03,5.55,0.57,NA,NA,0.87,NA,NA,29.23,19.83,,
2010,pre,BEF,C9,Old,2,P,No,Yes,SM,113,NA,NA,NA,NA,NA,NA,NA,18.98,493.92,NA,4.64,7.65,0.65,0.43,0.094,1,96.274,NA,26.02,19.04,,
2008,pre,BEF,C9,Old,2,P,No,Yes,SM,128,NA,NA,NA,NA,NA,NA,NA,20.22,497.06,NA,5.55,7.59,0.8,NA,NA,1.12,NA,NA,24.58,17.99,,
2010,pre,BEF,C9,Old,2,P,No,Yes,SM,128,NA,NA,NA,NA,NA,NA,NA,20.55,488.87,NA,5.53,8.4,0.86,0.58,0.083,1.09,96.274,NA,23.79,18.84,,
2008,pre,BEF,C9,Old,2,P,No,Yes,YB,89,NA,NA,NA,NA,NA,NA,NA,22.37,510.73,NA,6.62,8.15,1.3,NA,NA,1.16,NA,NA,22.83,19.3,,
2009,pre,BEF,C9,Old,2,P,No,Yes,YB,89,NA,NA,NA,NA,NA,NA,NA,21.92,486.95,NA,8.78,6.75,2.3,0.4,NA,1.22,0.016,1.15,22.21,17.9,,
2010,pre,BEF,C9,Old,2,P,No,Yes,YB,89,NA,NA,NA,NA,NA,NA,NA,27.87,495.63,NA,9.18,9.13,2.23,0.55,0.195,1.39,96.274,NA,17.78,20.06,,
2009,pre,BEF,C9,Old,2,P,No,Yes,YB,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19,7.19,1.4,1.17,NA,1.1,0.015,NA,NA,NA,,
2010,pre,BEF,C9,Old,2,P,No,Yes,YB,90,NA,NA,NA,NA,NA,NA,NA,25.03,481.91,NA,10.55,12.7,1.84,0.5,0.221,1.3,96.274,NA,19.25,19.33,,
2008,pre,BEF,C9,Old,2,P,No,Yes,YB,97,NA,NA,NA,NA,NA,NA,NA,21.36,505.69,NA,5.74,9.66,1.39,NA,NA,1.06,NA,NA,23.67,20.24,,
2008,pre,BEF,C9,Old,2,P,No,Yes,YB,97,NA,NA,NA,NA,NA,NA,NA,26.16,502.95,NA,7.94,12.25,2.06,NA,NA,1.21,0.01,NA,19.23,21.6,reshot,
2008,pre,BEF,C9,Old,3,NP,Yes,Yes,BE,161,NA,NA,NA,NA,NA,NA,NA,28.29,498.76,NA,4.91,6.09,1.18,NA,NA,1.18,NA,NA,17.63,24.07,,
2009,pre,BEF,C9,Old,3,NP,Yes,Yes,BE,161,NA,NA,NA,NA,NA,NA,NA,22.61,483.18,NA,5.66,5.41,1.06,0.75,NA,1.15,0.008,1.21,21.37,19.64,,
2010,pre,BEF,C9,Old,3,NP,Yes,Yes,BE,161,NA,NA,NA,NA,NA,NA,NA,27.98,480.64,NA,6,8.03,1.19,0.62,0.097,1.17,96.274,NA,17.18,23.81,,
2010,pre,BEF,C9,Old,3,NP,Yes,Yes,BE,190,NA,NA,NA,NA,NA,NA,NA,23.51,478.32,NA,5.38,7.1,0.88,0.6,0.087,1.07,96.274,NA,20.34,22.04,,
2008,pre,BEF,C9,Old,3,NP,Yes,Yes,BE,195,NA,NA,NA,NA,NA,NA,NA,25.55,496.5,NA,6.45,7.17,1.08,NA,NA,1.15,NA,NA,19.43,22.22,,
2009,pre,BEF,C9,Old,3,NP,Yes,Yes,BE,195,NA,NA,NA,NA,NA,NA,NA,23.4,482.36,NA,5.67,8.1,0.8,0.54,NA,1.02,0.008,3.07,20.62,22.88,,
2010,pre,BEF,C9,Old,3,NP,Yes,Yes,SM,158,NA,NA,NA,NA,NA,NA,NA,17.41,495.57,NA,4.19,6.44,0.62,0.37,0.063,0.92,96.274,NA,28.47,18.86,,
2008,pre,BEF,C9,Old,3,NP,Yes,Yes,SM,168,NA,NA,NA,NA,NA,NA,NA,18.31,500.1,NA,7.2,8.68,1.58,NA,NA,1.15,NA,NA,27.31,15.94,,
2009,pre,BEF,C9,Old,3,NP,Yes,Yes,SM,180,NA,NA,NA,NA,NA,NA,NA,18.19,475.51,NA,6.62,6.94,0.68,0.65,NA,1.06,0.017,1.07,26.15,17.21,Has C8 on the bag. Number also used for C8-4-YB coll. 4 Aug.,
2010,pre,BEF,C9,Old,3,NP,Yes,Yes,SM,180,NA,NA,NA,NA,NA,NA,NA,19.05,486.78,NA,5.45,8.76,0.51,0.65,0.101,1.06,96.274,NA,25.55,18.02,,
2008,pre,BEF,C9,Old,3,NP,Yes,Yes,SM,184,NA,NA,NA,NA,NA,NA,NA,16.23,515.04,NA,3.92,7.37,0.3,NA,NA,1.03,NA,NA,31.73,15.76,,
2015,post,JB,JBM,Mid,1,NP,Yes,Yes,BE,NO TAG 1,1181.59,25,7.37,2.87,411.7,0.002,0.39,30.24,490.85,0.012,5.67,10.34,1.6,0.87,0.126,1.51,0.007,0.93,16.23,20.08,,
2015,post,JB,JBM,Mid,1,NP,Yes,Yes,BE,NO TAG 2,1113.48,24,6.17,2.27,490.52,0.002,0.37,29.95,488.46,0.019,6.28,12.23,1.81,0.7,0.121,1.47,0.013,1.18,16.31,20.39,,
2009,pre,BEF,C9,Old,3,NP,Yes,Yes,SM,184,NA,NA,NA,NA,NA,NA,NA,16.17,494.99,NA,4.39,6.45,0.58,0.33,NA,0.94,0.009,3.91,30.61,17.16,,
2010,pre,BEF,C9,Old,3,NP,Yes,Yes,SM,184,NA,NA,NA,NA,NA,NA,NA,18.09,495.62,NA,5.63,7.22,0.71,0.59,0.072,1.01,96.274,NA,27.39,17.96,,
2010,pre,BEF,C9,Old,3,NP,Yes,Yes,YB,177,NA,NA,NA,NA,NA,NA,NA,28.08,484.94,NA,10.49,9.4,2.08,0.7,0.16,1.38,96.274,NA,17.27,20.38,,
2010,pre,BEF,C9,Old,3,NP,Yes,Yes,YB,199,NA,NA,NA,NA,NA,NA,NA,27.02,484.39,NA,12.12,9.38,1.83,0.54,0.202,1.22,93.869,NA,17.93,22.19,,
2010,pre,BEF,C9,Old,3,NP,Yes,Yes,YB,200,NA,NA,NA,NA,NA,NA,NA,26.56,489.94,NA,9.08,10.57,2.16,0.47,0.262,1.25,93.869,NA,18.45,21.21,,
2008,pre,BEF,C9,Old,4,N,Yes,No,BE,302,NA,NA,NA,NA,NA,NA,NA,22.22,494.2,NA,4.55,6.42,1.21,NA,NA,1.23,NA,NA,22.24,18.11,,
2010,pre,BEF,C9,Old,4,N,Yes,No,BE,302,NA,NA,NA,NA,NA,NA,NA,21.7,484.77,NA,5.43,7.61,1.17,0.62,0.076,1.05,96.274,NA,22.34,20.58,,
2010,pre,BEF,C9,Old,4,N,Yes,No,BE,308,NA,NA,NA,NA,NA,NA,NA,22.23,491.33,NA,5.3,6.27,0.96,0.59,0.091,1.14,96.274,NA,22.1,19.57,,
2010,pre,BEF,C9,Old,4,N,Yes,No,BE,314,NA,NA,NA,NA,NA,NA,NA,22.61,493.86,NA,3.94,8.58,0.74,0.58,0.055,1.12,96.274,NA,21.84,20.1,,
2008,pre,BEF,C9,Old,4,N,Yes,No,BE,322,NA,NA,NA,NA,NA,NA,NA,21.84,491.52,NA,7.59,9.96,1.3,NA,NA,1.07,NA,NA,22.51,20.49,,
2009,pre,BEF,C9,Old,4,N,Yes,No,BE,322,NA,NA,NA,NA,NA,NA,NA,21.89,486.33,NA,5.59,7.19,0.77,0.6,NA,0.95,0.011,1.44,22.22,23.05,,
2008,pre,BEF,C9,Old,4,N,Yes,No,BE,897,NA,NA,NA,NA,NA,NA,NA,23.44,492.14,NA,7.12,10.09,1.38,NA,NA,1.08,NA,NA,21,21.64,original tag was 897,897
2009,pre,BEF,C9,Old,4,N,Yes,No,BE,897,NA,NA,NA,NA,NA,NA,NA,22.51,485.85,NA,6.61,6.62,1.02,0.62,NA,1.06,0.013,1.33,21.58,21.33,original tag was 897,897
2008,pre,BEF,C9,Old,4,N,Yes,No,SM,306,NA,NA,NA,NA,NA,NA,NA,13.39,488.71,NA,6.13,5.64,0.67,NA,NA,0.73,NA,NA,36.49,18.28,,
2010,pre,BEF,C9,Old,4,N,Yes,No,SM,306,NA,NA,NA,NA,NA,NA,NA,14.39,482.19,NA,5.1,7.47,0.68,0.6,0.092,0.81,96.274,NA,33.5,17.67,,
2008,pre,BEF,C9,Old,4,N,Yes,No,SM,320,NA,NA,NA,NA,NA,NA,NA,18.65,496.42,NA,5.81,5.02,0.88,NA,NA,0.97,NA,NA,26.62,19.15,,
2009,pre,BEF,C9,Old,4,N,Yes,No,SM,320,NA,NA,NA,NA,NA,NA,NA,16.96,484.12,NA,7.35,5.84,1.09,0.96,NA,1.09,0.017,1.07,28.55,15.56,,
2010,pre,BEF,C9,Old,4,N,Yes,No,SM,320,NA,NA,NA,NA,NA,NA,NA,18.64,482.64,NA,7.35,6.41,1.08,0.8,0.077,0.96,96.274,NA,25.89,19.39,,
2008,pre,BEF,C9,Old,4,N,Yes,No,SM,324,NA,NA,NA,NA,NA,NA,NA,18.24,500.57,NA,5.31,6.5,0.75,NA,NA,0.96,NA,NA,27.44,19.02,,
2009,pre,BEF,C9,Old,4,N,Yes,No,SM,324,NA,NA,NA,NA,NA,NA,NA,18.23,475.83,NA,7.52,6.33,0.87,0.79,NA,1.12,0.018,NA,26.1,16.34,,
2010,pre,BEF,C9,Old,4,N,Yes,No,SM,324,NA,NA,NA,NA,NA,NA,NA,19.89,476.1,NA,8.62,8.13,0.94,0.86,0.098,1.12,96.274,NA,23.93,17.84,,
2008,pre,BEF,C9,Old,4,N,Yes,No,YB,316,NA,NA,NA,NA,NA,NA,NA,28.69,493.34,NA,10.95,7.58,2.48,NA,NA,1.28,NA,NA,17.19,22.48,,
2010,pre,BEF,C9,Old,4,N,Yes,No,YB,316,NA,NA,NA,NA,NA,NA,NA,23.03,489.27,NA,8.92,7.36,2.18,0.7,0.128,1.12,96.274,NA,21.25,20.55,,
2008,pre,BEF,C9,Old,4,N,Yes,No,YB,327,NA,NA,NA,NA,NA,NA,NA,27.38,507.09,NA,10.02,11.15,1.65,NA,NA,1.19,NA,NA,18.52,22.94,,
2008,pre,BEF,C9,Old,4,N,Yes,No,YB,339,NA,NA,NA,NA,NA,NA,NA,28.46,496.26,NA,11.22,9,1.9,NA,NA,1.52,NA,NA,17.44,18.69,,
2009,pre,BEF,C9,Old,4,N,Yes,No,YB,339,NA,NA,NA,NA,NA,NA,NA,27.25,484.22,NA,15.33,7.85,2.46,0.83,NA,1.54,0.031,0.98,17.77,17.73,Has C8 on the bag. Number also used for C6-1-BE coll. 4 Aug.,
2010,pre,BEF,C9,Old,4,N,Yes,No,YB,339,NA,NA,NA,NA,NA,NA,NA,24.48,493.51,NA,9.76,7.74,1.86,0.58,0.204,1.2,96.274,NA,20.16,20.42,,
2010,pre,BEF,C9,Old,4,N,Yes,No,YB,343,NA,NA,NA,NA,NA,NA,NA,23.36,488.89,NA,9.46,11.87,1.65,0.6,0.247,1.19,96.274,NA,20.93,19.57,,
2009,pre,HB,HBM,Mid,1,NP,Yes,Yes,PC,8591,NA,NA,NA,NA,NA,NA,NA,29.84,488.39,NA,7.42,12.46,2.27,0.22,NA,1.48,0.023,1.88,16.37,20.16,,
2009,pre,HB,HBM,Mid,1,NP,Yes,Yes,PC,8592,NA,NA,NA,NA,NA,NA,NA,28.91,504.19,NA,4.72,9.96,1.91,0.12,NA,1.53,0.012,1,17.44,18.92,,
2010,pre,HB,HBM,Mid,1,NP,Yes,Yes,PC,8592,NA,NA,NA,NA,NA,NA,NA,28.74,503.37,NA,6.7,13.31,2.17,0.17,0.381,1.44,96.61,NA,17.51,19.93,,
2010,pre,HB,HBM,Mid,1,NP,Yes,Yes,PC,8631,NA,NA,NA,NA,NA,NA,NA,23.23,497.54,NA,7.48,11.72,2.53,0.26,0.252,1.3,96.61,NA,21.42,17.88,,
2009,pre,HB,HBM,Mid,1,NP,Yes,Yes,RM,8596,NA,NA,NA,NA,NA,NA,NA,16.88,505.26,NA,2.26,6.21,0.5,0.19,NA,0.96,0.003,0.72,29.93,17.54,,
2010,pre,HB,HBM,Mid,1,NP,Yes,Yes,SM,8609,NA,NA,NA,NA,NA,NA,NA,18.66,486.21,NA,7.03,7.72,1.03,0.6,0.097,1,94.946,NA,26.06,18.6,,
2010,pre,HB,HBM,Mid,1,NP,Yes,Yes,WB,8584,NA,NA,NA,NA,NA,NA,NA,21.32,510.15,NA,4.97,6.59,0.9,0.28,0.151,0.94,96.274,NA,23.93,22.67,,
2010,pre,HB,HBM,Mid,1,NP,Yes,Yes,WB,8585,NA,NA,NA,NA,NA,NA,NA,24.55,506.8,NA,5.51,10.14,1.32,0.39,0.346,1.39,96.274,NA,20.64,17.63,,
2009,pre,HB,HBM,Mid,1,NP,Yes,Yes,WB,8597,NA,NA,NA,NA,NA,NA,NA,26.15,494.15,NA,6.06,7.89,1.38,0.44,NA,1.2,0.019,2.1,18.89,21.81,Bag 1 of 2,
2009,pre,HB,HBM,Mid,1,NP,Yes,Yes,WB,8597,NA,NA,NA,NA,NA,NA,NA,27.56,491.75,NA,6.29,8.94,1.71,0.47,NA,1.32,0.019,1.49,17.84,20.94,Bag 2 of 2,
2009,pre,HB,HBM,Mid,1,NP,Yes,Yes,WB,8617,NA,NA,NA,NA,NA,NA,NA,22.54,503.36,NA,4.43,5.25,1.13,0.33,NA,0.89,0.011,0.99,22.33,25.44,,
2010,pre,HB,HBM,Mid,1,NP,Yes,Yes,WB,8617,NA,NA,NA,NA,NA,NA,NA,23.27,503.43,NA,6.19,8.03,1.19,0.47,0.193,1.12,99.458,NA,21.63,20.85,,
2015,post,JB,JBM,Mid,2,N,Yes,No,BE,NO TAG 4,1211.99,26,8.65,3.68,329.35,0.003,0.43,30.19,491.24,0.022,6.36,7.07,2.08,0.65,0.251,1.18,0.009,0.87,16.27,25.49,,
2015,post,JB,JBM,Mid,2,N,Yes,No,BE,NO TAG 5,1294.3,23,8.58,3.22,401.96,0.002,0.38,30.17,492.66,0.027,6.06,10.35,1.63,0.76,0.128,1.26,0.007,1.06,16.33,23.98,,
2009,pre,HB,HBM,Mid,1,NP,Yes,Yes,YB,439,NA,NA,NA,NA,NA,NA,NA,20.81,484.11,NA,4.51,5.15,1.36,0.46,NA,1.01,0.012,1.69,23.26,20.55,(YB1) 19.7cm DBH first tagged 8/8/09. missed in previous inventory.,
2010,pre,HB,HBM,Mid,1,NP,Yes,Yes,YB,439,NA,NA,NA,NA,NA,NA,NA,23.53,489.95,NA,7.86,10.43,2.11,0.57,0.365,1.25,94.946,NA,20.82,18.8,,
2009,pre,HB,HBM,Mid,1,NP,Yes,Yes,YB,8599,NA,NA,NA,NA,NA,NA,NA,23.79,493.11,NA,3.54,7.3,1.16,0.46,NA,1.28,0.009,1.52,20.73,18.52,,
2010,pre,HB,HBM,Mid,1,NP,Yes,Yes,YB,8599,NA,NA,NA,NA,NA,NA,NA,25.85,490.19,NA,9.15,10.5,1.86,0.38,0.25,1.36,96.61,NA,18.96,19.06,,
2009,pre,HB,HBM,Mid,1,NP,Yes,Yes,YB,8620,NA,NA,NA,NA,NA,NA,NA,23.78,500.46,NA,4.63,7.29,1.33,0.29,NA,1.25,0.01,0.91,21.05,19.07,(YB3),
2010,pre,HB,HBM,Mid,1,NP,Yes,Yes,YB,8620,NA,NA,NA,NA,NA,NA,NA,21.29,497.12,NA,7.38,8.65,1.55,0.41,0.205,1.13,94.946,NA,23.35,18.78,,
2009,pre,HB,HBM,Mid,2,N,Yes,No,RM,8559,NA,NA,NA,NA,NA,NA,NA,19.71,496.03,NA,4.42,4.64,1.3,0.54,NA,1.05,0.005,1.09,25.16,18.81,,
2009,pre,HB,HBM,Mid,2,N,Yes,No,RM,8565,NA,NA,NA,NA,NA,NA,NA,20.54,509.68,NA,3.67,4.82,0.93,0.28,NA,1,0.005,0.91,24.81,20.57,,
2010,pre,HB,HBM,Mid,2,N,Yes,No,SM,8537,NA,NA,NA,NA,NA,NA,NA,20.89,504.08,NA,4.36,6.55,0.74,0.46,0.067,1.04,95.24,NA,24.12,20.16,,
2016,post,JB,JBM,Mid,2,N,Yes,No,PC,S_C3,64.8,18,3.02,1.04,62.3,0.016,0.34,27.29,477.83,0.012,20.8,15.27,3.2,0.11,0.011,1.43,0.039,1.36,17.51,19.03,,
2010,pre,HB,HBM,Mid,2,N,Yes,No,SM,8567,NA,NA,NA,NA,NA,NA,NA,19.82,495.68,NA,4.46,7.49,0.56,0.52,0.059,1.13,96.61,NA,25,17.51,,
2010,pre,HB,HBM,Mid,2,N,Yes,No,SM,8573,NA,NA,NA,NA,NA,NA,NA,22.82,501.95,NA,5.45,7.61,0.58,0.58,0.066,1.36,96.61,NA,22,16.8,,
2009,pre,HB,HBM,Mid,2,N,Yes,No,WB,8546,NA,NA,NA,NA,NA,NA,NA,25.32,492.2,NA,3.53,6.77,1.12,0.37,NA,1.32,0.008,2.25,19.44,19.23,,
2010,pre,HB,HBM,Mid,2,N,Yes,No,WB,8546,NA,NA,NA,NA,NA,NA,NA,23.46,500.34,NA,5.69,6.36,1.16,0.41,0.226,1.17,94.946,NA,21.33,20.02,,
2009,pre,HB,HBM,Mid,2,N,Yes,No,YB,8554,NA,NA,NA,NA,NA,NA,NA,26,504.6,NA,3.8,6.97,0.86,0.27,NA,1.28,0.01,1.01,19.41,20.38,,
2009,pre,HB,HBM,Mid,2,N,Yes,No,YB,8555,NA,NA,NA,NA,NA,NA,NA,29.4,501.37,NA,5.93,5.56,1.82,0.37,NA,1.34,0.015,1.2,17.06,21.94,,
2010,pre,HB,HBM,Mid,2,N,Yes,No,YB,8555,NA,NA,NA,NA,NA,NA,NA,28.42,490.6,NA,8.02,8.75,2.24,0.52,0.306,1.42,99.458,NA,17.26,19.96,,
2009,pre,HB,HBM,Mid,2,N,Yes,No,YB,8563,NA,NA,NA,NA,NA,NA,NA,19.23,497.49,NA,2.38,6.05,1.05,0.36,NA,1.04,0.005,1.18,25.86,18.52,,
2010,pre,HB,HBM,Mid,2,N,Yes,No,YB,8563,NA,NA,NA,NA,NA,NA,NA,18.95,509.38,NA,3.67,5.83,1.11,0.31,0.204,0.9,99.458,NA,26.88,20.98,,
2010,pre,HB,HBM,Mid,3,CONTROL,No,No,BE,8485,NA,NA,NA,NA,NA,NA,NA,27.57,490.39,NA,6.43,9.04,1.39,0.44,0.106,1.28,94.946,NA,17.79,21.61,,
2010,pre,HB,HBM,Mid,3,CONTROL,No,No,PC,8503,NA,NA,NA,NA,NA,NA,NA,30,494.48,NA,12.14,9.04,3.7,0.29,0.208,1.85,94.946,NA,16.49,16.2,,
2009,pre,HB,HBM,Mid,3,CONTROL,No,No,PC,8517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24,10.14,2.4,0.18,NA,1.68,0.02,NA,NA,NA,,
